genus	organism_name	Organism Name (Genus, Species)	# assembly_accession	refseq_category	taxid	version_status	assembly_level	release_type	genome_rep	seq_rel_date	ftp_path	Oral Taxon ID	HOMD Sequence ID	Culture Collection Entry Number	Sequencing Status	NCBI Genome Survey Sequence Accession ID	species_taxid	infraspecific_name	Assembly_Level_Score	Refseq_Category_Score	Sequencing_Status_Score	Organism
Corynebacterium	Corynebacterium jeddahense	NA	GCA_000577555.1	representative genome	1414719	latest	Contig	Major	Full	2014/02/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/577/555/GCA_000577555.1_JCB	NA	NA	NA	NA	NA	1414719	strain=JCB	1	1	0	Corynebacterium jeddahense
Corynebacterium	Corynebacterium jeikeium	NA	GCA_002209185.2	representative genome	38289	latest	Complete Genome	Major	Full	2018/03/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/185/GCA_002209185.2_ASM220918v2	NA	NA	NA	NA	NA	38289	strain=FDAARGOS_328	4	1	0	Corynebacterium jeikeium
Corynebacterium	Corynebacterium kroppenstedtii DSM 44385	Corynebacterium kroppenstedtii	GCA_000023145.1	representative genome	645127	latest	Complete Genome	Major	Full	2009/05/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/145/GCA_000023145.1_ASM2314v1	49	SEQF2862	dsm_44385	Complete	CP001620.1	161879	strain=DSM 44385	4	1	3	Corynebacterium kroppenstedtii
Corynebacterium	Corynebacterium kutscheri	NA	GCA_000980835.1	representative genome	35755	latest	Complete Genome	Major	Full	2015/04/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/835/GCA_000980835.1_ASM98083v1	NA	NA	NA	NA	NA	35755	strain=DSM 20755	4	1	0	Corynebacterium kutscheri
Corynebacterium	Corynebacterium lactis RW2-5	NA	GCA_001274895.1	representative genome	1408189	latest	Complete Genome	Major	Full	2015/08/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/895/GCA_001274895.1_ASM127489v1	NA	NA	NA	NA	NA	1231000	strain=RW2-5	4	1	0	Corynebacterium lactis RW2-5
Corynebacterium	Corynebacterium lipophiloflavum DSM 44291	NA	GCA_000159635.1	representative genome	525263	latest	Scaffold	Major	Full	2009/05/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/635/GCA_000159635.1_ASM15963v1	NA	NA	NA	NA	NA	161889	strain=DSM 44291	2	1	0	Corynebacterium lipophiloflavum DSM 44291
Corynebacterium	Corynebacterium lowii	NA	GCA_001412085.1	na	1544413	latest	Contig	Major	Full	2015/10/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/085/GCA_001412085.1_ASM141208v1	NA	NA	NA	NA	NA	1544413	strain=NML 130206	1	0	0	Corynebacterium lowii
Corynebacterium	Corynebacterium lubricantis DSM 45231	NA	GCA_000379425.1	representative genome	1121363	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/379/425/GCA_000379425.1_ASM37942v1	NA	NA	NA	NA	NA	541095	strain=DSM 45231	2	1	0	Corynebacterium lubricantis DSM 45231
Corynebacterium	Corynebacterium macginleyi	NA	GCA_003688955.1	na	38290	latest	Contig	Major	Full	2018/10/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/688/955/GCA_003688955.1_ASM368895v1	NA	NA	NA	NA	NA	38290	strain=NML 120205	1	0	0	Corynebacterium macginleyi
Corynebacterium	Corynebacterium marinum DSM 44953	NA	GCA_000835165.1	representative genome	1224162	latest	Complete Genome	Major	Full	2015/02/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/165/GCA_000835165.1_ASM83516v1	NA	NA	NA	NA	NA	349751	strain=DSM 44953	4	1	0	Corynebacterium marinum DSM 44953
Corynebacterium	Corynebacterium maris DSM 45190	NA	GCA_000442645.1	representative genome	1224163	latest	Complete Genome	Major	Full	2013/08/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/645/GCA_000442645.1_ASM44264v1	NA	NA	NA	NA	NA	575200	strain=DSM 45190	4	1	0	Corynebacterium maris DSM 45190
Corynebacterium	Corynebacterium massiliense DSM 45435	NA	GCA_000420605.1	representative genome	1121364	latest	Scaffold	Major	Full	2013/07/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/605/GCA_000420605.1_ASM42060v1	NA	NA	NA	NA	NA	441501	strain=DSM 45435	2	1	0	Corynebacterium massiliense DSM 45435
Corynebacterium	Corynebacterium mastitidis DSM 44356	NA	GCA_000375365.1	representative genome	1121365	latest	Contig	Major	Full	2013/04/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/365/GCA_000375365.1_ASM37536v1	NA	NA	NA	NA	NA	161890	strain=DSM 44356	1	1	0	Corynebacterium mastitidis DSM 44356
Corynebacterium	Corynebacterium matruchotii ATCC 14266	Corynebacterium matruchotii	GCA_000175375.1	representative genome	553207	latest	Contig	Major	Full	2010/09/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/375/GCA_000175375.1_ASM17537v1	666	SEQF1013	ATCC 14266	High Coverage	ACSH00000000	43768	strain=ATCC 14266	1	1	2	Corynebacterium matruchotii
Corynebacterium	Corynebacterium minutissimum	Corynebacterium minutissimum	GCA_900478045.1	na	38301	latest	Complete Genome	Major	Full	2018/06/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/478/045/GCA_900478045.1_47555_C02	53	SEQF2878	atcc_23348	High Coverage	JSEF01000000	38301	strain=NCTC10288	4	0	2	Corynebacterium minutissimum
Corynebacterium	Corynebacterium mustelae	NA	GCA_001020985.1	representative genome	571915	latest	Complete Genome	Major	Full	2015/06/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/020/985/GCA_001020985.1_ASM102098v1	NA	NA	NA	NA	NA	571915	strain=DSM 45274	4	1	0	Corynebacterium mustelae
Corynebacterium	Corynebacterium mycetoides	NA	GCA_900103625.1	representative genome	38302	latest	Chromosome	Major	Full	2016/10/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/625/GCA_900103625.1_IMG-taxon_2634166344_annotated_assembly	NA	NA	NA	NA	NA	38302	strain=DSM 20632	3	1	0	Corynebacterium mycetoides
Corynebacterium	Corynebacterium nuruki S6-4	NA	GCA_000213935.2	representative genome	863239	latest	Contig	Major	Full	2011/05/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/935/GCA_000213935.2_ASM21393v1	NA	NA	NA	NA	NA	1032851	strain=S6-4	1	1	0	Corynebacterium nuruki S6-4
Corynebacterium	Corynebacterium oculi	NA	GCA_001412105.1	representative genome	1544416	latest	Contig	Major	Full	2015/10/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/412/105/GCA_001412105.1_ASM141210v1	NA	NA	NA	NA	NA	1544416	strain=NML 130210	1	1	0	Corynebacterium oculi
Corynebacterium	Corynebacterium phocae	NA	GCA_001941565.1	representative genome	161895	latest	Complete Genome	Major	Full	2017/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/565/GCA_001941565.1_ASM194156v1	NA	NA	NA	NA	NA	161895	strain=M408/89/1	4	1	0	Corynebacterium phocae
Corynebacterium	Corynebacterium phoceense	NA	GCA_900092335.1	representative genome	1686286	latest	Scaffold	Major	Full	2016/07/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/335/GCA_900092335.1_PRJEB14666	NA	NA	NA	NA	NA	1686286	strain=MC1	2	1	0	Corynebacterium phoceense
Corynebacterium	Corynebacterium sp. HMSC05H05	Corynebacterium pilbarense	GCA_001807265.1	na	1581119	latest	Scaffold	Major	Full	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/807/265/GCA_001807265.1_ASM180726v1	54	SEQF2969	hmsc05h05	High Coverage	LWOH01000000	1581119	strain=HMSC05H05	2	0	2	Corynebacterium pilbarense
Corynebacterium	Corynebacterium pilosum DSM 20521	NA	GCA_000373805.1	representative genome	1121366	latest	Scaffold	Major	Full	2013/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/373/805/GCA_000373805.1_ASM37380v1	NA	NA	NA	NA	NA	35756	strain=DSM 20521	2	1	0	Corynebacterium pilosum DSM 20521
Corynebacterium	Corynebacterium pollutisoli	NA	GCA_900177745.1	representative genome	1610489	latest	Scaffold	Major	Full	2017/04/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/745/GCA_900177745.1_IMG-taxon_2708742385_annotated_assembly	NA	NA	NA	NA	NA	1610489	strain=VDS	2	1	0	Corynebacterium pollutisoli
Corynebacterium	Corynebacterium propinquum	NA	GCA_001054395.1	na	43769	latest	Contig	Major	Full	2015/07/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/054/395/GCA_001054395.1_ASM105439v1	NA	NA	NA	NA	NA	43769	strain=149_CJEI	1	0	0	Corynebacterium propinquum
Corynebacterium	Corynebacterium provencense	NA	GCA_900049755.1	representative genome	1737425	latest	Scaffold	Major	Full	2016/02/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/049/755/GCA_900049755.1_PRJEB12691	NA	NA	NA	NA	NA	1737425	strain=SN15	2	1	0	Corynebacterium provencense
Corynebacterium	Corynebacterium sp. KPL1989	Corynebacterium pseudodiphtheriticum	GCA_000477955.1	na	1203622	latest	Scaffold	Major	Full	2013/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/955/GCA_000477955.1_Cory_sp_KPL1989_V1	60	SEQF2972	kpl1989	High Coverage	AXLR01000000	1203622	strain=KPL1989	2	0	2	Corynebacterium pseudodiphtheriticum
Corynebacterium	Corynebacterium pseudodiphtheriticum DSM 44287	NA	GCA_000688415.1	representative genome	1121368	latest	Contig	Major	Full	2014/04/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/415/GCA_000688415.1_ASM68841v1	NA	NA	NA	NA	NA	37637	strain=DSM 44287	1	1	0	Corynebacterium pseudodiphtheriticum DSM 44287
Corynebacterium	Corynebacterium pseudogenitalium ATCC 33035	NA	GCA_000156615.2	na	525264	latest	Scaffold	Major	Full	2010/11/09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/615/GCA_000156615.2_ASM15661v2	NA	NA	NA	NA	NA	38303	strain=ATCC 33035	2	0	0	Corynebacterium pseudogenitalium ATCC 33035
Corynebacterium	Corynebacterium pseudopelargi	NA	GCA_003814005.1	na	2080757	latest	Complete Genome	Major	Full	2018/11/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/814/005/GCA_003814005.1_ASM381400v1	NA	NA	NA	NA	NA	2080757	strain=812CH	4	0	0	Corynebacterium pseudopelargi
Corynebacterium	Corynebacterium pseudotuberculosis C231	NA	GCA_000144675.1	representative genome	681645	latest	Complete Genome	Major	Full	2010/08/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/675/GCA_000144675.1_ASM14467v1	NA	NA	NA	NA	NA	1719	strain=C231	4	1	0	Corynebacterium pseudotuberculosis C231
Corynebacterium	Corynebacterium pyruviciproducens ATCC BAA-1742	NA	GCA_000411375.1	representative genome	1125779	latest	Scaffold	Major	Full	2013/06/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/375/GCA_000411375.1_Cory_pyru_17730_V1	NA	NA	NA	NA	NA	598660	strain=ATCC BAA-1742	2	1	0	Corynebacterium pyruviciproducens ATCC BAA-1742
Corynebacterium	Corynebacterium renale	NA	GCA_001044175.1	representative genome	1724	latest	Contig	Major	Full	2015/07/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/044/175/GCA_001044175.1_ASM104417v1	NA	NA	NA	NA	NA	1724	strain=CIP 52.96	1	1	0	Corynebacterium renale
Corynebacterium	Corynebacterium resistens DSM 45100	NA	GCA_000177535.2	representative genome	662755	latest	Complete Genome	Major	Full	2011/06/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/535/GCA_000177535.2_ASM17753v2	NA	NA	NA	NA	NA	258224	strain=DSM 45100	4	1	0	Corynebacterium resistens DSM 45100
Corynebacterium	Corynebacterium riegelii	NA	GCA_001263755.1	representative genome	156976	latest	Chromosome	Major	Full	2015/08/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/263/755/GCA_001263755.1_ASM126375v1	NA	NA	NA	NA	NA	156976	strain=PUDD_83A45	3	1	0	Corynebacterium riegelii
Corynebacterium	Corynebacterium simulans	Corynebacterium simulans	GCA_001586215.1	representative genome	146827	latest	Complete Genome	Major	Full	2016/03/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/215/GCA_001586215.1_ASM158621v1	62	SEQF2866	pes1	Complete	CP014634.1	146827	strain=PES1	4	1	3	Corynebacterium simulans
Corynebacterium	Corynebacterium singulare	Corynebacterium singulare	GCA_000833575.1	representative genome	161899	latest	Complete Genome	Major	Full	2015/02/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/575/GCA_000833575.1_ASM83357v1	63	SEQF2846	ibs_b52218	Complete	CP010827.1	161899	strain=IBS B52218	4	1	3	Corynebacterium singulare
Corynebacterium	Corynebacterium sp.	NA	GCA_003638845.1	na	1720	latest	Contig	Major	Full	2018/10/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/845/GCA_003638845.1_ASM363884v1	NA	NA	NA	NA	NA	1720		1	0	0	Corynebacterium sp.
Corynebacterium	Corynebacterium sp. 13CS0277	NA	GCA_002994655.1	na	2071994	latest	Contig	Major	Full	2018/03/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/994/655/GCA_002994655.1_ASM299465v1	NA	NA	NA	NA	NA	2071994	strain=13CS0277	1	0	0	Corynebacterium sp. 13CS0277
Corynebacterium	Corynebacterium sp. 2183	NA	GCA_003065405.1	na	2080740	latest	Complete Genome	Major	Full	2018/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/065/405/GCA_003065405.1_ASM306540v1	NA	NA	NA	NA	NA	2080740	strain=2183	4	0	0	Corynebacterium sp. 2183
Corynebacterium	Corynebacterium sp. 2184	NA	GCA_003070865.1	na	2079535	latest	Complete Genome	Major	Full	2018/04/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/070/865/GCA_003070865.1_ASM307086v1	NA	NA	NA	NA	NA	2079535	strain=2184	4	0	0	Corynebacterium sp. 2184
Corynebacterium	Corynebacterium sp. 2185	NA	GCA_003113375.1	na	2173851	latest	Scaffold	Major	Full	2018/05/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/375/GCA_003113375.1_ASM311337v1	NA	NA	NA	NA	NA	2173851	strain=2185	2	0	0	Corynebacterium sp. 2185
Corynebacterium	Corynebacterium sp. 2189	NA	GCA_003113335.1	na	2173852	latest	Contig	Major	Full	2018/05/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/335/GCA_003113335.1_ASM311333v1	NA	NA	NA	NA	NA	2173852	strain=2189	1	0	0	Corynebacterium sp. 2189
Corynebacterium	Corynebacterium sp. BCW_4722	NA	GCA_001764565.1	na	1972128	latest	Contig	Major	Full	2016/10/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/764/565/GCA_001764565.1_ASM176456v1	NA	NA	NA	NA	NA	1972128	strain=BCW_4722	1	0	0	Corynebacterium sp. BCW_4722
Corynebacterium	Corynebacterium sp. CCUG 69366	NA	GCA_003716585.1	na	2093221	latest	Scaffold	Major	Full	2018/11/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/716/585/GCA_003716585.1_ASM371658v1	NA	NA	NA	NA	NA	2093221	strain=CCUG 69366	2	0	0	Corynebacterium sp. CCUG 69366
Corynebacterium	Corynebacterium sp. CMW7794	NA	GCA_001563605.1	na	1603887	latest	Scaffold	Major	Full	2016/02/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/605/GCA_001563605.1_ASM156360v1	NA	NA	NA	NA	NA	1603887	strain=CMW7794	2	0	0	Corynebacterium sp. CMW7794
Corynebacterium	Corynebacterium sp. CNJ-954	NA	GCA_001942345.1	na	1904962	latest	Contig	Major	Full	2017/01/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/942/345/GCA_001942345.1_ASM194234v1	NA	NA	NA	NA	NA	1904962	strain=CNJ-954	1	0	0	Corynebacterium sp. CNJ-954
Corynebacterium	Corynebacterium sp. DNF00584	NA	GCA_001552965.1	na	1384076	latest	Scaffold	Major	Full	2016/02/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/552/965/GCA_001552965.1_ASM155296v1	NA	NA	NA	NA	NA	1384076	strain=DNF00584	2	0	0	Corynebacterium sp. DNF00584
Corynebacterium	Corynebacterium sp. NML 120412	Corynebacterium sp. HMT 207	GCA_002285155.1	na	2029401	latest	Scaffold	Major	Full	2017/09/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/155/GCA_002285155.1_ASM228515v1	207	SEQF3049	nml_120412	High Coverage	NSGL01000000	2029401	strain=NML 120412	2	0	2	Corynebacterium sp. HMT 207
Corynebacterium	Corynebacterium sp. J010B-136	NA	GCA_002967075.1	na	2099401	latest	Contig	Major	Full	2018/03/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/967/075/GCA_002967075.1_ASM296707v1	NA	NA	NA	NA	NA	2099401	strain=J010B-136	1	0	0	Corynebacterium sp. J010B-136
Corynebacterium	Corynebacterium sp. JB4	NA	GCA_900163675.1	na	1434828	latest	Contig	Major	Full	2017/03/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/163/675/GCA_900163675.1_ASM90016367v1	NA	NA	NA	NA	NA	1434828	strain=JB4	1	0	0	Corynebacterium sp. JB4
Corynebacterium	Corynebacterium sp. Marseille-P2417	NA	GCA_900169525.1	na	1816684	latest	Scaffold	Major	Full	2017/03/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/525/GCA_900169525.1_PRJEB19973	NA	NA	NA	NA	NA	1816684	strain=Marseille-P2417	2	0	0	Corynebacterium sp. Marseille-P2417
Corynebacterium	Corynebacterium sp. Marseille-P4122	NA	GCA_900232865.1	na	2014528	latest	Contig	Major	Full	2017/10/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/232/865/GCA_900232865.1_PRJEB21309	NA	NA	NA	NA	NA	2014528	strain=Marseille-P4122	1	0	0	Corynebacterium sp. Marseille-P4122
Corynebacterium	Corynebacterium sp. Marseille-P4329	NA	GCA_900411315.1	na	2080750	latest	Scaffold	Major	Full	2018/07/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/411/315/GCA_900411315.1_PRJEB24601	NA	NA	NA	NA	NA	2080750	strain=Marseille-P4329	2	0	0	Corynebacterium sp. Marseille-P4329
Corynebacterium	Corynebacterium sp. MC3	NA	GCA_900099485.1	na	1720193	latest	Scaffold	Major	Full	2016/10/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/485/GCA_900099485.1_PRJEB15651	NA	NA	NA	NA	NA	1720193	strain=MC3	2	0	0	Corynebacterium sp. MC3
Corynebacterium	Corynebacterium sp. NML120713	NA	GCA_001875735.1	na	1906332	latest	Contig	Major	Full	2016/11/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/735/GCA_001875735.1_ASM187573v1	NA	NA	NA	NA	NA	1906332	strain=NML120713	1	0	0	Corynebacterium sp. NML120713
Corynebacterium	Corynebacterium sp. NML130628	NA	GCA_001875665.1	na	1906333	latest	Contig	Major	Full	2016/11/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/665/GCA_001875665.1_ASM187566v1	NA	NA	NA	NA	NA	1906333	strain=NML130628	1	0	0	Corynebacterium sp. NML130628
Corynebacterium	Corynebacterium sp. NML140438	NA	GCA_001875725.1	na	1906334	latest	Contig	Major	Full	2016/11/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/725/GCA_001875725.1_ASM187572v1	NA	NA	NA	NA	NA	1906334	strain=NML140438	1	0	0	Corynebacterium sp. NML140438
Corynebacterium	Corynebacterium sp. NML98-0116	NA	GCA_001767255.1	na	702967	latest	Complete Genome	Major	Full	2016/10/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/255/GCA_001767255.1_ASM176725v1	NA	NA	NA	NA	NA	702967	strain=NML98-0116	4	0	0	Corynebacterium sp. NML98-0116
Corynebacterium	Corynebacterium sp. S1S1	NA	GCA_001913955.1	na	1881619	latest	Contig	Major	Full	2016/12/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/955/GCA_001913955.1_ASM191395v1	NA	NA	NA	NA	NA	1881619		1	0	0	Corynebacterium sp. S1S1
Corynebacterium	Corynebacterium sp. S5S1	NA	GCA_001913985.1	na	1881620	latest	Scaffold	Major	Full	2016/12/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/913/985/GCA_001913985.1_ASM191398v1	NA	NA	NA	NA	NA	1881620		2	0	0	Corynebacterium sp. S5S1
Corynebacterium	Corynebacterium sphenisci DSM 44792	NA	GCA_001941505.1	representative genome	1437874	latest	Complete Genome	Major	Full	2017/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/505/GCA_001941505.1_ASM194150v1	NA	NA	NA	NA	NA	191493	strain=DSM 44792	4	1	0	Corynebacterium sphenisci DSM 44792
Corynebacterium	Corynebacterium spheniscorum	NA	GCA_900113445.1	representative genome	185761	latest	Scaffold	Major	Full	2016/11/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/445/GCA_900113445.1_IMG-taxon_2599185219_annotated_assembly	NA	NA	NA	NA	NA	185761	strain=J11, PG 39	2	1	0	Corynebacterium spheniscorum
Corynebacterium	Corynebacterium sputi DSM 45148	NA	GCA_000427865.1	representative genome	1111729	latest	Scaffold	Major	Full	2013/07/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/865/GCA_000427865.1_ASM42786v1	NA	NA	NA	NA	NA	489915	strain=DSM 45148	2	1	0	Corynebacterium sputi DSM 45148
Corynebacterium	Corynebacterium stationis	NA	GCA_001941345.1	representative genome	1705	latest	Complete Genome	Major	Full	2017/01/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/345/GCA_001941345.1_ASM194134v1	NA	NA	NA	NA	NA	1705	strain=622=DSM 20302	4	1	0	Corynebacterium stationis
Corynebacterium	Corynebacterium striatum	Corynebacterium striatum	GCA_002156805.1	na	43770	latest	Complete Genome	Major	Full	2017/05/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/805/GCA_002156805.1_ASM215680v1	72	SEQF2859	kc_na_01	Complete	CP021252.1,CP021253.1,CP021254.1	43770	strain=KC-Na-01	4	0	3	Corynebacterium striatum
Corynebacterium	Corynebacterium terpenotabidum Y-11	NA	GCA_000418365.1	representative genome	1200352	latest	Complete Genome	Major	Full	2013/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/365/GCA_000418365.1_ASM41836v1	NA	NA	NA	NA	NA	89154	strain=Y-11	4	1	0	Corynebacterium terpenotabidum Y-11
Corynebacterium	Corynebacterium testudinoris	NA	GCA_001021045.1	representative genome	136857	latest	Complete Genome	Major	Full	2015/06/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/045/GCA_001021045.1_ASM102104v1	NA	NA	NA	NA	NA	136857	strain=DSM 44614	4	1	0	Corynebacterium testudinoris
Corynebacterium	Corynebacterium timonense 5401744	NA	GCA_000312345.1	representative genome	1203190	latest	Scaffold	Major	Full	2012/10/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/312/345/GCA_000312345.1_ASM31234v1	NA	NA	NA	NA	NA	441500	strain=5401744	2	1	0	Corynebacterium timonense 5401744
Corynebacterium	Corynebacterium sp. KPL1857	Corynebacterium tuberculostearicum	GCA_000478035.1	na	1203564	latest	Scaffold	Major	Full	2013/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/035/GCA_000478035.1_Cory_sp_KPL1857_V1	77	SEQF2994	kpl1857	High Coverage	AXLV01000000	1203564	strain=KPL1857	2	0	2	Corynebacterium tuberculostearicum
Corynebacterium	Corynebacterium tuscaniense DNF00037	Corynebacterium tuscaniense	GCA_000759055.1	representative genome	1401064	latest	Contig	Major	Full	2014/09/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/055/GCA_000759055.1_04_NF40_HMP2129v01	184	SEQF2784	DNF00037	High Coverage	JRNG01000000	302449	strain=DNF00037	1	1	2	Corynebacterium tuscaniense
Corynebacterium	Corynebacterium ulcerans	NA	GCA_000767415.1	na	65058	latest	Complete Genome	Major	Full	2014/10/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/415/GCA_000767415.1_ASM76741v1	NA	NA	NA	NA	NA	65058	strain=210932	4	0	0	Corynebacterium ulcerans
Corynebacterium	Corynebacterium ulceribovis DSM 45146	NA	GCA_000372445.1	representative genome	1121370	latest	Contig	Major	Full	2013/04/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/372/445/GCA_000372445.1_ASM37244v1	NA	NA	NA	NA	NA	487732	strain=DSM 45146	1	1	0	Corynebacterium ulceribovis DSM 45146
Corynebacterium	Corynebacterium urealyticum DSM 7109	Corynebacterium urealyticum	GCA_000069945.1	representative genome	504474	latest	Complete Genome	Major	Full	2008/04/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/945/GCA_000069945.1_ASM6994v1	853	SEQF1976	DSM 7109	Complete	AM942444	43771	strain=DSM 7109	4	1	3	Corynebacterium urealyticum
Corynebacterium	Corynebacterium ureicelerivorans	NA	GCA_000747315.1	representative genome	401472	latest	Complete Genome	Major	Full	2014/09/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/315/GCA_000747315.1_ASM74731v1	NA	NA	NA	NA	NA	401472	strain=IMMIB RIV-2301	4	1	0	Corynebacterium ureicelerivorans
Corynebacterium	Corynebacterium urinapleomorphum	NA	GCA_900155535.1	representative genome	1852380	latest	Scaffold	Major	Full	2017/01/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/535/GCA_900155535.1_ASM90015553v1	NA	NA	NA	NA	NA	1852380	strain=Marseille-P2799	2	1	0	Corynebacterium urinapleomorphum
Corynebacterium	Corynebacterium uterequi	NA	GCA_001021065.1	representative genome	1072256	latest	Complete Genome	Major	Full	2015/06/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/021/065/GCA_001021065.1_ASM102106v1	NA	NA	NA	NA	NA	1072256	strain=DSM 45634	4	1	0	Corynebacterium uterequi
Corynebacterium	Corynebacterium variabile DSM 44702	NA	GCA_000179395.2	representative genome	858619	latest	Complete Genome	Major	Full	2011/07/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/395/GCA_000179395.2_ASM17939v2	NA	NA	NA	NA	NA	1727	strain=DSM 44702	4	1	0	Corynebacterium variabile DSM 44702
